IDLink,LinkedIn
23047.0,0
23032.0,4
76714.0,19
76729.0,0
23030.0,0
23040.0,1
76703.0,3
23034.0,3
76700.0,37
23033.0,0
23039.0,26
76814.0,0
76824.0,0
23069.0,27
23070.0,41
76701.0,0
23041.0,3
76903.0,17
76720.0,20
76722.0,167
76710.0,13
76708.0,513
23038.0,15
23134.0,1
23060.0,3
23048.0,66
23049.0,6
23095.0,17
23085.0,3
23052.0,2
76789.0,132
23055.0,51
23058.0,4
76828.0,7
76721.0,15
23153.0,1
23071.0,20
23089.0,1
76793.0,50
23059.0,1
23056.0,0
23063.0,281
23072.0,17
76723.0,54
76724.0,467
23074.0,0
76725.0,268
23073.0,38
23078.0,0
23124.0,2
76890.0,11
76813.0,481
23064.0,0
23065.0,4
76836.0,16
23083.0,3
23084.0,30
76736.0,171
76734.0,0
76799.0,7
76755.0,124
76823.0,4
76740.0,1060
76733.0,0
76737.0,65
76738.0,4
76739.0,2
23082.0,6
23123.0,41
76758.0,16
76746.0,0
76841.0,30
76741.0,0
23087.0,0
23094.0,15
23143.0,3
76745.0,6
76749.0,22
76742.0,0
76751.0,1
76810.0,117
76763.0,3
76765.0,1
76744.0,7
76750.0,8
23088.0,2
76815.0,31
23093.0,10
23091.0,507
23097.0,0
23101.0,44
23145.0,0
23146.0,0
76849.0,0
76748.0,556
76753.0,748
76827.0,1
23102.0,4
76850.0,125
23115.0,9
23138.0,9
23096.0,38
23105.0,30
23106.0,4
76754.0,10
23108.0,1
23170.0,4
76800.0,14
76822.0,0
23100.0,0
23171.0,0
23209.0,21
23103.0,1
76910.0,0
23174.0,2
23109.0,57
23104.0,27
76769.0,0
23113.0,16
23117.0,16993
23140.0,40
23205.0,6
23125.0,16
76762.0,88
76772.0,5
76930.0,1
76770.0,165
23107.0,2
23111.0,3
23119.0,81
23161.0,2
76766.0,9
23110.0,0
76776.0,14
23116.0,12
23121.0,6
76843.0,0
76834.0,1
76779.0,212
23147.0,21
23141.0,47
76778.0,69
76894.0,32
76786.0,0
76796.0,30
76861.0,75
76775.0,1291
76868.0,0
76780.0,131
76867.0,0
23120.0,15
76774.0,746
76777.0,0
23149.0,4
76816.0,97
23128.0,12
76782.0,54
76785.0,205
76783.0,0
76873.0,13
23129.0,2
23130.0,6
23127.0,1
76788.0,1192
76876.0,0
76787.0,0
76807.0,2
23185.0,2
76791.0,16
76878.0,2
76797.0,49
76879.0,11
76794.0,39
23155.0,152
23163.0,0
23192.0,0
23137.0,8
23132.0,8
76798.0,6
23133.0,27
23211.0,0
23135.0,15
76803.0,56
76795.0,58
76804.0,8
23306.0,15
23142.0,1
23199.0,2
23500.0,0
76837.0,16
76870.0,2624
76871.0,7
76896.0,0
76801.0,9
76808.0,21
23179.0,9
23180.0,0
76805.0,20
76819.0,5
76820.0,18
23144.0,28
76806.0,0
76812.0,37
76893.0,32
76818.0,313
76817.0,2
23156.0,139
76811.0,2
23213.0,0
76809.0,14
76821.0,9
76829.0,1
76847.0,9
76830.0,3
76825.0,17
23167.0,3
76888.0,0
76832.0,253
76875.0,34
76933.0,3
77051.0,20
76900.0,278
76826.0,11
76831.0,1025
23195.0,0
23152.0,144
76833.0,19
76858.0,41
76845.0,74
23148.0,10
76835.0,55
23189.0,75
23150.0,15
23154.0,1
23214.0,21
23193.0,6
23216.0,263
76997.0,38
23151.0,1
23160.0,5
23157.0,1
76839.0,42
76897.0,0
23162.0,47
23198.0,0
23169.0,6
76838.0,3
76842.0,59
77022.0,325
23159.0,15
23158.0,21
23235.0,8
23165.0,0
76840.0,25
23614.0,33
23627.0,3
23166.0,39
23168.0,19
23308.0,36
76846.0,13
23222.0,69
76862.0,18
76844.0,128
23202.0,3
23183.0,0
23164.0,4
76851.0,79
76848.0,6
23172.0,0
76852.0,33
76855.0,3
23227.0,0
23226.0,0
76853.0,17
23239.0,0
23230.0,0
23208.0,19771
23394.0,28
23175.0,0
23173.0,18
76854.0,9
76907.0,183
23190.0,4
76860.0,19
23176.0,43
77009.0,0
23182.0,2
76874.0,21
76856.0,1
76914.0,15
76915.0,0
76859.0,1
23286.0,6
23245.0,0
23252.0,1
23272.0,0
76920.0,0
76919.0,7
76877.0,1313
76884.0,33
76866.0,250
76865.0,1030
23177.0,3
23225.0,2
76872.0,1
76906.0,16
76863.0,6
76864.0,80
76924.0,2
76869.0,1186
23307.0,13
23184.0,2
23262.0,0
76931.0,31
76935.0,0
76934.0,1
23186.0,1
23191.0,36
23267.0,2
76936.0,0
23273.0,0
23188.0,79
76880.0,222
23187.0,26
76881.0,65
76883.0,3
76940.0,0
23277.0,1
76941.0,0
76929.0,33
23201.0,1
23196.0,23
23197.0,10
23194.0,1
76886.0,0
76945.0,2094
23290.0,60
76949.0,3
76882.0,604
23287.0,0
23203.0,11
23200.0,118
76885.0,0
23302.0,0
23343.0,6
23236.0,115
23296.0,0
76948.0,15
23206.0,3
23301.0,0
23317.0,0
76892.0,14
77106.0,9
76956.0,33
23207.0,3
77088.0,31
76993.0,2
76891.0,53
76958.0,0
23204.0,0
76960.0,0
76957.0,0
76959.0,0
76889.0,14
23398.0,17
76963.0,0
76955.0,7425
76976.0,0
23316.0,0
76975.0,0
23275.0,1
76899.0,164
76898.0,0
76985.0,0
76982.0,0
23220.0,70
23223.0,4
23219.0,1
23224.0,2
76983.0,0
76992.0,6
23221.0,0
77000.0,0
23228.0,2
23241.0,16
23229.0,0
76901.0,32385
76990.0,1
77001.0,1
77015.0,0
23233.0,1
76998.0,11
77002.0,1
77077.0,2
76999.0,0
77006.0,10
77007.0,15
77008.0,15
77089.0,1
76902.0,4
23400.0,4
23231.0,106
23232.0,0
23340.0,0
23234.0,3
23360.0,0
77085.0,0
23346.0,24
23243.0,0
76905.0,1
23248.0,0
23303.0,18
23304.0,2
23238.0,0
76911.0,2
76918.0,0
76908.0,33
77024.0,0
77037.0,6
23242.0,0
23249.0,13
23237.0,37
77023.0,12
23250.0,0
23240.0,39
23370.0,2
23264.0,31
76922.0,0
77025.0,0
23246.0,14
23254.0,0
76921.0,83
76912.0,3
23251.0,3
76923.0,4
23253.0,7
23247.0,25
76917.0,6
77018.0,149
77046.0,0
23259.0,0
23288.0,5
23325.0,2
23276.0,4
23381.0,0
76926.0,43
77071.0,623
23258.0,0
23256.0,671
23265.0,0
76927.0,41
77039.0,44
76928.0,54
23257.0,87
77048.0,1
23261.0,3
76932.0,69
23386.0,9
77047.0,0
23260.0,0
77045.0,6
23392.0,0
77053.0,116
23274.0,25
23315.0,2
23263.0,14
77054.0,2
23269.0,2
23271.0,9
23268.0,269
23356.0,3
77059.0,0
23278.0,1
23410.0,9
23279.0,1
23270.0,3
23280.0,16
23362.0,2
23283.0,1
76943.0,103
77016.0,197
23285.0,4
76938.0,0
23341.0,2254
76939.0,0
76952.0,391
23281.0,1
76944.0,4
77070.0,0
23335.0,40
23409.0,3
77069.0,0
23291.0,7
76973.0,1
77147.0,72
77078.0,1
23282.0,0
23284.0,15
76946.0,3
23312.0,60
23297.0,2
23462.0,9
23299.0,2
77079.0,2
23295.0,12
76950.0,690
23289.0,0
77080.0,2
23293.0,3
23294.0,0
76953.0,3
76968.0,9
23305.0,21
23298.0,32
23415.0,0
23420.0,0
23292.0,12
76947.0,305
23349.0,346
23310.0,1
76951.0,246
76962.0,37
23309.0,2
76954.0,2135
77004.0,103
76967.0,1
23468.0,0
77095.0,35
77136.0,1
77096.0,1
76961.0,0
77222.0,35
23311.0,12
76965.0,261
76966.0,360
76971.0,59
23313.0,3
23337.0,6
23417.0,414
23569.0,3
23338.0,9
23418.0,3
77021.0,35
23314.0,3
77107.0,2
76972.0,1
23319.0,2
76970.0,200
76979.0,641
76978.0,39
23342.0,3
23323.0,5
23326.0,1762
76981.0,61
76986.0,140
23318.0,0
76974.0,4
23322.0,0
23566.0,0
23327.0,49
23332.0,6
77120.0,2
23324.0,0
77033.0,19
77363.0,35
77131.0,2
23328.0,0
23333.0,16
76988.0,63
76980.0,161
23320.0,10
76989.0,68
77173.0,0
23321.0,61
23363.0,42
76995.0,16
23406.0,59
23331.0,3
76977.0,13
77003.0,724
77081.0,446
76987.0,0
77121.0,0
23329.0,4
23336.0,1
77167.0,15
77127.0,63
77010.0,429
77012.0,2
77013.0,5
77043.0,6
77029.0,56
77195.0,263
77156.0,7
23334.0,5
76994.0,353
23330.0,9
76996.0,18
23388.0,1
23350.0,1
23402.0,31
77011.0,1
23339.0,1
77035.0,374
77154.0,1172
77005.0,24
23357.0,15
23345.0,6
77014.0,0
23382.0,2
23359.0,10
23491.0,0
23361.0,5
77019.0,24
23352.0,13
77369.0,45
23344.0,3
23351.0,26
77020.0,209
23354.0,0
23358.0,11
23353.0,101
23355.0,1
23347.0,0
23348.0,24
77026.0,973
77044.0,5
77027.0,16
77028.0,57
23372.0,0
23373.0,2
77169.0,0
23387.0,0
23483.0,1
23444.0,3
23364.0,1
23367.0,84
23369.0,2
23366.0,0
77032.0,25
77153.0,2065
77126.0,68
23365.0,333
23374.0,25
23371.0,3
23452.0,0
23375.0,6
77017.0,714
23368.0,15
23434.0,1
23408.0,40
23376.0,22
23379.0,16
77099.0,479
77139.0,132
77180.0,439
23378.0,52
23383.0,7
77034.0,649
23377.0,2
23380.0,19
23432.0,0
23510.0,9
77030.0,227
77038.0,0
23385.0,9
77042.0,87
77074.0,236
23384.0,5
23389.0,0
77124.0,13
77162.0,13
23427.0,120
77057.0,29
77110.0,32
77050.0,13
77049.0,9
23490.0,5
77142.0,54
23456.0,17
23393.0,27
23397.0,2
77072.0,36
77060.0,18
77061.0,1
77055.0,105
23391.0,9
23390.0,229
23395.0,5
77171.0,0
23433.0,10
23440.0,12
23404.0,26
23405.0,22
23396.0,6
77058.0,19
23399.0,533
77062.0,25
77175.0,0
23464.0,6
23429.0,8
77056.0,47
23407.0,0
77067.0,180
77064.0,19
77063.0,122
23401.0,1
23471.0,0
23411.0,1
77150.0,0
77141.0,24
77197.0,0
23475.0,0
23403.0,136
77065.0,2
23454.0,0
23414.0,0
77068.0,155
77075.0,1
23412.0,0
77073.0,0
23488.0,2
23502.0,0
23426.0,129
23428.0,11
77083.0,88
77113.0,287
23473.0,0
23413.0,1
23474.0,0
23802.0,0
77082.0,12
23419.0,0
23472.0,19
77116.0,12
77151.0,327
77157.0,0
77086.0,37
77170.0,0
23424.0,3
77087.0,30
77092.0,807
77093.0,118
77168.0,8
77091.0,20
23416.0,6
23480.0,5
23463.0,7
23421.0,308
77098.0,496
77140.0,114
23425.0,0
23423.0,21
77094.0,162
23447.0,73
23422.0,2
77102.0,73
77103.0,9
77166.0,0
23430.0,4
23431.0,1
23457.0,308
23465.0,1
23479.0,1
77109.0,201
23489.0,1
77105.0,139
23436.0,11
23437.0,0
23497.0,0
77101.0,35
77276.0,101
77264.0,924
23470.0,1
77112.0,253
77108.0,648
77174.0,0
77161.0,389
77117.0,43
77132.0,10
77133.0,26
23499.0,3
77111.0,868
23435.0,0
23498.0,3
77119.0,832
23801.0,2
23932.0,18
77322.0,20
77356.0,139
77358.0,234
77436.0,19
77456.0,38
77115.0,132
77123.0,108
77134.0,695
77125.0,7
77176.0,0
23441.0,147
77114.0,2
23484.0,17
23508.0,4
77129.0,69
77212.0,436
77177.0,0
77118.0,88
23442.0,5
23448.0,2
23451.0,13
23443.0,19
77148.0,1870
77193.0,22
77196.0,9
23439.0,53
77128.0,9
23549.0,134
77155.0,28
77164.0,0
77181.0,0
23446.0,1
77203.0,39
23511.0,0
77285.0,1458
77256.0,1036
23449.0,17
23469.0,11
23538.0,1
77183.0,2
23516.0,0
77184.0,0
23450.0,2
23445.0,3
77185.0,3403
77143.0,5
77163.0,30
77187.0,290
77204.0,0
23453.0,61
23545.0,9
23455.0,0
77250.0,421
23514.0,1
23527.0,0
23526.0,71
23528.0,11
23529.0,4
77227.0,710
23541.0,33
77160.0,2774
23458.0,1080
23548.0,0
23583.0,0
23460.0,1
23477.0,0
23459.0,5
77192.0,0
23461.0,59
77218.0,75
23544.0,2
23654.0,0
77158.0,258
23547.0,8
23466.0,1080
23476.0,1
23467.0,0
77152.0,58
77205.0,204
23478.0,1
77208.0,0
23561.0,0
23565.0,72
23485.0,7
23567.0,1
23673.0,0
23576.0,23
23577.0,11
23600.0,0
77159.0,45
23573.0,0
23575.0,1
23639.0,0
23667.0,0
23574.0,0
23612.0,2
23482.0,4
23582.0,3
23481.0,11
77245.0,12
23589.0,0
77219.0,89
23633.0,4
23588.0,1
23486.0,7
23601.0,23
77240.0,34
23822.0,0
23515.0,0
23550.0,38
23495.0,6
23496.0,3
23595.0,0
77220.0,0
23487.0,44
23492.0,32
77229.0,0
23542.0,0
23556.0,30
77172.0,304
23494.0,2
23501.0,0
23493.0,3
23504.0,0
23616.0,192
77178.0,510
23503.0,3
23617.0,0
77228.0,8
23622.0,0
23593.0,187
23571.0,0
77231.0,38
23507.0,1
77230.0,48
23623.0,1
77246.0,0
23532.0,2
23509.0,16
23598.0,109
23620.0,18
77179.0,152
23629.0,38
23615.0,2
77260.0,3
23518.0,11
23520.0,24
23512.0,3
23513.0,0
77244.0,226
77182.0,1746
23605.0,6
23522.0,0
23517.0,445
77253.0,61
77248.0,0
23521.0,252
77186.0,370
23690.0,4
23648.0,0
23534.0,4
23535.0,1
77194.0,5
23531.0,4
77190.0,2
23524.0,2
77188.0,1
23786.0,168
23642.0,3
23525.0,248
77189.0,33
23536.0,0
23523.0,1
77191.0,81
23537.0,2
23668.0,0
77296.0,2802
77262.0,698
23530.0,22
23533.0,0
23570.0,2
77210.0,157
77211.0,1457
23539.0,5
23540.0,6
77257.0,0
77261.0,41
23551.0,21
23546.0,6
23543.0,8
77198.0,3
23557.0,19
23558.0,1
23555.0,24
77321.0,176
23553.0,5
23680.0,0
77206.0,14
23552.0,8
77269.0,9
77273.0,0
77199.0,20
77200.0,0
23681.0,11
23562.0,1
23563.0,17
23564.0,8
23687.0,0
23554.0,21
77274.0,10
77207.0,1058
77278.0,10
77279.0,0
23559.0,1
23697.0,0
23560.0,0
23572.0,5
77221.0,100
77345.0,71
77214.0,1
77337.0,3
23702.0,10
23586.0,163
23626.0,5
23578.0,43
23579.0,8
77217.0,0
77232.0,668
77213.0,1
77287.0,7
77241.0,138
23568.0,33
23590.0,10
77216.0,3
23580.0,16
23585.0,1
23581.0,1
77215.0,87
23901.0,15
23703.0,0
23587.0,4
23704.0,0
77268.0,18
23584.0,2
23624.0,2
23606.0,0
23607.0,0
23591.0,0
23592.0,43
23603.0,6
23594.0,5
23711.0,0
23597.0,5
77318.0,96
23602.0,3
23682.0,0
23609.0,39
23596.0,0
77226.0,1
23661.0,0
23689.0,9
23638.0,0
77225.0,0
77249.0,881
77267.0,55
77304.0,7
23610.0,10
23613.0,0
23611.0,16
23604.0,4
77300.0,0
23652.0,28
23727.0,7
23695.0,0
23643.0,3
77224.0,30
23628.0,0
77233.0,0
23618.0,125
77272.0,59
77349.0,241
77306.0,1735
23621.0,0
23625.0,16
23619.0,0
77235.0,206
77234.0,1
23725.0,28
23724.0,3
77302.0,0
77339.0,1
77553.0,0
23723.0,0
77303.0,0
77290.0,213
77291.0,100
77275.0,501
77238.0,191
77360.0,84
23635.0,18
23636.0,1
23645.0,10
23631.0,0
23632.0,4
23630.0,0
77239.0,235
77310.0,0
77251.0,42
23637.0,1
77237.0,47
77236.0,1
77252.0,45
77254.0,572
23634.0,0
23684.0,10
23640.0,114
77283.0,226
23659.0,2
23688.0,4
23664.0,8
23644.0,9
77365.0,0
23701.0,41
23653.0,103
23671.0,2
23646.0,1
77319.0,0
23658.0,4
77247.0,783
77255.0,88
23649.0,23
23754.0,24
23662.0,1
23665.0,1
23666.0,2
23655.0,0
23650.0,258
23660.0,38
77338.0,12
77258.0,27
77403.0,2
23669.0,23
23663.0,0
23672.0,6
23656.0,33
23657.0,5
23674.0,0
23706.0,5
23670.0,28
77263.0,4
23783.0,0
23698.0,0
23733.0,282
77323.0,1
23675.0,16
77266.0,272
23678.0,1
23694.0,0
23857.0,0
23744.0,0
23676.0,238
77324.0,0
23782.0,7
77271.0,7
23757.0,7
23764.0,4
23717.0,14
23731.0,23
77265.0,4132
23677.0,0
23679.0,9
77277.0,23
77270.0,1391
23759.0,0
77281.0,115
23766.0,0
23767.0,5
23750.0,0
23751.0,1
23686.0,0
23685.0,17
77288.0,381
77299.0,28
23789.0,2
23692.0,12
23691.0,3
77284.0,8
77334.0,66
77341.0,611
23699.0,7
23696.0,15
23693.0,103
77381.0,565
77333.0,0
77286.0,1
23749.0,1
23726.0,3
23781.0,12
77305.0,565
77376.0,51
77320.0,44
77292.0,947
23700.0,3
23780.0,17
77289.0,324
23779.0,0
77295.0,52
77336.0,702
77448.0,2074
23776.0,0
23705.0,1
23709.0,29
23707.0,0
23740.0,0
23712.0,1
23713.0,2
23708.0,12
77348.0,82
77312.0,525
23729.0,0
23765.0,3
77293.0,1
77294.0,1
77342.0,0
23715.0,20
77353.0,488
23737.0,0
23721.0,1
23722.0,3
23714.0,2
77416.0,298
23720.0,0
24158.0,30
24235.0,21
24236.0,0
77570.0,116
77590.0,0
77654.0,51
23718.0,40
23716.0,3
77441.0,1
23746.0,14
23728.0,23
23770.0,59
23730.0,0
77401.0,121
23793.0,0
23719.0,0
23748.0,5
23735.0,93
23738.0,0
77383.0,49
77309.0,286
77417.0,417
23736.0,12
23773.0,1
23743.0,32
23803.0,23
77352.0,43
23734.0,1254
77308.0,43
23732.0,14
23753.0,9
23742.0,51
23804.0,16
23805.0,2
77361.0,1255
77311.0,7
77382.0,54
23741.0,32
23745.0,4
23760.0,91
23747.0,14
77316.0,1
77313.0,0
77314.0,0
77315.0,0
77317.0,24
77370.0,16
23792.0,2
23756.0,7
23755.0,0
77357.0,364
23763.0,10
23831.0,0
24012.0,0
77346.0,43
23829.0,3
23832.0,83
23830.0,77
77325.0,77
77328.0,4379
23758.0,2
23761.0,59
23851.0,3
77329.0,0
23762.0,0
23788.0,45
23777.0,0
23842.0,13
23769.0,42
23768.0,0
77332.0,2
23772.0,0
23841.0,0
23846.0,0
77384.0,349
23847.0,0
23771.0,3
23850.0,0
23778.0,3
77529.0,0
23774.0,3
23858.0,117
77396.0,91
23775.0,9
77397.0,0
77398.0,65
23887.0,10
23835.0,4
23867.0,2
77405.0,7
23784.0,13
24024.0,0
23787.0,1
23868.0,4
77426.0,0
23871.0,1
23905.0,80
77406.0,0
23978.0,4
23785.0,1
77347.0,3
23790.0,41
23791.0,9
77366.0,19
23900.0,2
23922.0,3
23796.0,11
23797.0,2
23929.0,13
23794.0,1
23885.0,32
77419.0,14
23795.0,2
23904.0,28
24023.0,0
23895.0,11
23890.0,981
23813.0,7
77425.0,1
77563.0,0
23800.0,23
77424.0,3
77351.0,14
23799.0,15
77350.0,2
24058.0,5
77423.0,47
77430.0,77
23798.0,9
23808.0,1
23810.0,0
77433.0,1
23914.0,0
23809.0,13
77434.0,949
23909.0,80
23913.0,0
77386.0,13
23975.0,46
23912.0,0
23806.0,15
23807.0,27
77443.0,54
23873.0,1
23816.0,3
23838.0,1
23877.0,3
23812.0,5
77377.0,50
77378.0,33
77554.0,26
23819.0,2
77355.0,574
23945.0,1
23821.0,4
23814.0,1
23817.0,3
77364.0,7
23818.0,19
23815.0,1
77359.0,5
77444.0,17
23933.0,0
77387.0,91
77408.0,0
77437.0,0
23826.0,0
23827.0,91
24064.0,0
23823.0,5
77367.0,908
77362.0,1
77447.0,0
23820.0,4
23937.0,115
77452.0,1
23824.0,120
77409.0,190
77371.0,285
77390.0,144
77379.0,5
77492.0,21
24034.0,1
23953.0,0
77453.0,2
77373.0,2
77478.0,0
23834.0,78
23852.0,26
23924.0,0
23926.0,3
23825.0,6
23962.0,11
23828.0,12
23958.0,3
23910.0,12
23833.0,3
23948.0,52
77372.0,45
77391.0,44
77380.0,223
23918.0,10
77374.0,0
23967.0,3
23968.0,17
23855.0,30
23839.0,14
23840.0,17
23837.0,4
77450.0,59
77375.0,4
23961.0,24
77385.0,14
77410.0,69
23935.0,11
23865.0,78
77467.0,2
77475.0,0
77388.0,46
77402.0,297
23969.0,0
77471.0,993
77473.0,2
23854.0,1
23845.0,54
23844.0,11
23849.0,10
23843.0,0
77585.0,0
77389.0,314
77472.0,19
77435.0,18
77533.0,52
77395.0,436
24000.0,1
24001.0,5
77597.0,2
77392.0,43
77394.0,86
24095.0,4
23860.0,8
23861.0,16
23848.0,14
77393.0,8
77488.0,0
23853.0,130
24134.0,8
24088.0,1
24145.0,0
77399.0,257
77413.0,66
77439.0,29
23979.0,1
77479.0,0
23984.0,14
23856.0,2
23919.0,8
77480.0,21
23863.0,7
23859.0,49
77495.0,0
77481.0,1
77505.0,138
24039.0,0
77629.0,11
77400.0,46
23980.0,225
24113.0,0
23866.0,362
77487.0,12
23862.0,29
77582.0,770
77511.0,0
23872.0,173
23875.0,3
77407.0,0
23988.0,0
23878.0,3
23874.0,0
23864.0,4
77504.0,18
23876.0,10
23882.0,8
77411.0,34
23870.0,11
23881.0,16
77689.0,0
77412.0,128
77414.0,936
23869.0,11
77503.0,1
23889.0,89
77500.0,3
23879.0,10
23894.0,9
77421.0,904
77462.0,10
23892.0,0
77591.0,0
77415.0,19
24021.0,4
23880.0,11
23883.0,7
24166.0,0
23893.0,76
77445.0,35
77428.0,20
23898.0,1
24067.0,1
23886.0,44
23891.0,43
23902.0,19
23888.0,973
77507.0,1
77418.0,6
77431.0,23
77460.0,42
77494.0,19
23896.0,13
23943.0,3
23906.0,110
23966.0,41
77427.0,47
77422.0,18
23897.0,2
77420.0,1158
23899.0,3
23960.0,9
77432.0,16
77429.0,1017
77517.0,2
77534.0,14
23911.0,4
23951.0,0
24051.0,5
77522.0,14
24183.0,0
77438.0,22
23917.0,0
77459.0,15
77493.0,21
23907.0,3
23989.0,60
23940.0,6
23944.0,23
23916.0,5
23925.0,0
23915.0,665
23997.0,275
23946.0,3
23928.0,2
23920.0,13
23931.0,273
77454.0,2
77528.0,57
77442.0,96
77466.0,264
77477.0,21
23930.0,0
23923.0,0
23927.0,4
24016.0,6
23942.0,4
23934.0,0
77482.0,1098
77449.0,30
24037.0,2
24062.0,11
23941.0,18
23936.0,34
23938.0,15
77513.0,44
77516.0,0
77537.0,14
23939.0,72
23999.0,4
24050.0,1
77548.0,20
24018.0,0
24022.0,0
77531.0,0
24036.0,0
77540.0,28
23954.0,12
23955.0,196
77461.0,11
77451.0,0
77536.0,15
77455.0,104
23949.0,3
77499.0,38
23971.0,48
24004.0,17
23947.0,7
23950.0,0
77547.0,0
23952.0,4
77457.0,60
77572.0,26
77568.0,0
23990.0,14
24114.0,16
23965.0,0
77543.0,0
23963.0,10
77544.0,19
23959.0,9
77550.0,0
77484.0,4
24035.0,0
77470.0,64
77469.0,977
23972.0,3
77463.0,696
77565.0,4726
77491.0,1496
77552.0,58
23970.0,2
23964.0,7
77759.0,200
77763.0,0
23973.0,10
77506.0,12
77530.0,190
77551.0,0
24011.0,4
23977.0,107
23974.0,6
77509.0,6
77485.0,13
77510.0,51
24042.0,3
24061.0,9
24030.0,0
23982.0,78
23992.0,0
23983.0,4
24033.0,20
24043.0,54
77476.0,6
77483.0,336
23976.0,9
77526.0,186
23981.0,71
23985.0,12
23986.0,0
24008.0,9
77489.0,227
77525.0,10
77541.0,16
23991.0,1
24048.0,22
77490.0,9
23987.0,0
77496.0,63
77497.0,4
77498.0,54
77619.0,589
24003.0,88
24032.0,11
24052.0,0
24255.0,0
77501.0,21
77512.0,6
77589.0,63
24006.0,7
23994.0,52
24057.0,0
77518.0,816
77521.0,87
24298.0,0
24314.0,1
24319.0,225
24337.0,2
24350.0,2
77717.0,166
77744.0,82
23993.0,13
24065.0,0
77569.0,40
23995.0,42
24068.0,0
77508.0,53
23996.0,2
23998.0,15
77523.0,30
77515.0,0
77576.0,0
24007.0,0
24066.0,15
77514.0,14
77520.0,356
77542.0,18
24076.0,0
24246.0,0
77519.0,77
24077.0,6
24019.0,46
24047.0,0
24081.0,0
24083.0,0
77578.0,2
77524.0,16
77649.0,73
24082.0,0
77581.0,364
77664.0,130
77574.0,365
24005.0,0
24015.0,97
24101.0,3
24098.0,3
24002.0,1
24100.0,0
24102.0,0
24099.0,0
24103.0,1
24141.0,5
24072.0,4
24109.0,0
24108.0,4
77650.0,0
24106.0,160
24013.0,168
24115.0,10
24116.0,0
24010.0,99
24026.0,30
24122.0,103
24041.0,1
24075.0,4
24014.0,1
24144.0,17
77594.0,0
77596.0,0
24176.0,0
77532.0,15
24126.0,0
77583.0,6
77593.0,6
24020.0,5
24025.0,12
24133.0,2
24323.0,0
24028.0,6
77539.0,130
24107.0,3
77601.0,66
77545.0,4971
77603.0,9
77602.0,10
24031.0,64
77559.0,31
77549.0,188
77635.0,74
24038.0,0
24154.0,0
24160.0,0
77556.0,3
77557.0,36
77599.0,6
77580.0,311
77573.0,1947
77555.0,95
24054.0,6
24137.0,82
24040.0,9
77606.0,3
77558.0,389
77560.0,14
77675.0,188
24204.0,28
24046.0,2
77609.0,198
77613.0,11
77561.0,85
24049.0,0
24045.0,3
24128.0,13
24167.0,0
77564.0,42
77615.0,7
24055.0,0
77566.0,63
24053.0,17
24059.0,2
24063.0,113
24172.0,0
24056.0,1
77621.0,9
24177.0,0
77618.0,0
77611.0,162
24085.0,1
24111.0,0
24070.0,1
24159.0,77
24179.0,3
77567.0,25
24060.0,0
24232.0,0
24069.0,3
77623.0,0
77624.0,0
77571.0,4
24073.0,0
77630.0,1
24071.0,2
24184.0,113
24197.0,0
24209.0,0
77577.0,65
24189.0,19
77584.0,443
77579.0,966
77575.0,22
24080.0,0
24156.0,160
24074.0,1
24079.0,2
24121.0,117
77662.0,46
24196.0,0
24212.0,0
24086.0,0
77821.0,0
24201.0,0
24208.0,0
24207.0,17
77600.0,32
77695.0,373
24091.0,37
24090.0,10
24094.0,12
24110.0,12
24234.0,2
24096.0,27
24148.0,30
24092.0,2
24093.0,0
24097.0,1
24105.0,104
24210.0,0
77595.0,222
24104.0,31
24112.0,3
24118.0,6
24163.0,28
24213.0,1
24119.0,2
77588.0,205
24120.0,6
24280.0,40
24123.0,1
24117.0,2
77587.0,117
24129.0,2
24130.0,4
77668.0,0
77592.0,70
24282.0,0
24132.0,29
24127.0,2
24125.0,13
24224.0,989
24131.0,26
77598.0,20
77652.0,1
77653.0,1
77640.0,10
24229.0,0
24233.0,0
24136.0,307
24138.0,0
77604.0,77
24140.0,43
24135.0,6
24289.0,0
24139.0,49
77610.0,365
77616.0,153
77612.0,2
24142.0,2
24147.0,8
24240.0,0
77663.0,3
77676.0,375
24146.0,4
24150.0,51
24152.0,1
24143.0,14
24193.0,21
24149.0,13
24153.0,0
24151.0,20
24228.0,6
24237.0,3
77608.0,390
24293.0,0
24155.0,1
77614.0,45
77693.0,769
24157.0,3
24162.0,6
24165.0,1
77617.0,10
24161.0,8
24174.0,0
77660.0,211
77665.0,19
24287.0,27
24168.0,1
24170.0,1
24171.0,50
77634.0,11
24178.0,220
24260.0,5
24182.0,3
24175.0,33
77622.0,8299
77625.0,15
77626.0,6
77637.0,106
24214.0,1
24185.0,12
24244.0,52
24187.0,11
24188.0,7
77628.0,9
77620.0,0
24181.0,33
77642.0,597
77627.0,20
24267.0,0
77681.0,16
77632.0,51
77645.0,37
24190.0,10
24194.0,0
24186.0,1
77702.0,0
77658.0,439
77639.0,263
77631.0,2020
24271.0,13
24192.0,99
77633.0,50
24191.0,3
77641.0,270
77643.0,14
77644.0,60
77636.0,4
24279.0,13
24195.0,0
24198.0,337
77638.0,54
24199.0,46
77646.0,129
24227.0,19
24202.0,13
24206.0,3
24205.0,4
24215.0,9
77648.0,427
77727.0,11
24203.0,1
77701.0,73
24211.0,163
24231.0,1
24274.0,0
24223.0,74
